Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Kia,Forte,2017,regular unleaded,147.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,38,29,1720,19200
Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,18,2009,28510
FIAT,500X,2016,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30,21,819,25235
Mercedes-Benz,GLK-Class,2013,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,19,617,39090
Honda,Pilot,2016,regular unleaded,280.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,27,19,2202,36055
Ford,F-150,2017,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,17,5657,36565
Honda,Accord,2017,regular unleaded,278.0,6.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,28,18,2202,31175
Hyundai,Elantra,2015,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,34,24,1439,21600
Honda,Crosstour,2014,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,30,20,2202,33690
Mercedes-Benz,GL-Class,2016,premium unleaded (required),362.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,21,17,617,65200
Mazda,CX-9,2014,regular unleaded,273.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,24,17,586,32480
Hyundai,Veloster,2016,regular unleaded,201.0,4.0,MANUAL,front wheel drive,3.0,Compact,2dr Hatchback,33,25,1439,21600
Ford,Transit Wagon,2017,flex-fuel (unleaded/E85),275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,19,14,5657,35825
Ford,Aspire,1997,regular unleaded,63.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,38,29,5657,2000
Chrysler,Town and Country,2016,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17,1013,40645
Honda,Pilot,2015,regular unleaded,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,18,2202,32120
Mazda,MX-5 Miata,2015,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,28,21,586,29265
Toyota,Tundra,2017,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,18,13,2031,41145
Nissan,Murano,2017,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,21,2009,29740
Infiniti,G35,2007,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,24,17,190,33450
GMC,Acadia,2015,regular unleaded,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,16,549,42820
Hyundai,Elantra GT,2016,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24,1439,18800
Ford,F-150,2016,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,23,17,5657,35330
Dodge,Dakota,2010,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,15,1851,30180
Mazda,B-Series Pickup,2000,flex-fuel (unleaded/E85),143.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,21,16,586,2689
Mazda,5,2015,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,28,21,586,22370
Plymouth,Sundance,1993,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,29,22,535,2000
Audi,V8,1993,regular unleaded,276.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,18,13,3105,2149
Oldsmobile,Silhouette,2004,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,22,16,26,36795
Chevrolet,Tahoe,2017,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,22,16,1385,55345
Acura,Vigor,1992,regular unleaded,176.0,5.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,24,18,204,2000
FIAT,500,2015,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,40,31,819,16845
Volvo,XC90,2016,premium unleaded (recommended),316.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,25,20,870,65700
Ford,E-Series Van,2013,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Cargo Van,16,12,5657,31485
Volvo,XC90,2016,premium unleaded (recommended),316.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,25,20,870,53800
Hyundai,Equus,2016,premium unleaded (recommended),429.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,23,15,1439,61500
Honda,Prelude,1999,regular unleaded,200.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,24,20,2202,3367
Aston Martin,V8 Vantage,2014,premium unleaded (required),430.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,19,13,259,130700
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,27,19,5657,27590
Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,31,23,873,30890
GMC,Terrain,2016,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,29,20,549,35725
Ford,E-150,1998,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,17,12,5657,2301
GMC,Sonoma,2003,flex-fuel (unleaded/E85),120.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Regular Cab Pickup,23,17,549,17670
McLaren,MP4-12C,2012,premium unleaded (required),592.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,22,15,416,229000
Infiniti,G20,2000,regular unleaded,145.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,29,21,190,2251
BMW,X6,2017,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,15,3916,76100
Pontiac,Firebird,2001,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,2dr Hatchback,28,17,210,18855
Kia,Sorento,2015,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,18,1720,28500
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,20,15,1385,2265
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,32,24,873,25270
Chrysler,Crossfire,2006,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,23,15,1013,34195
Toyota,Tacoma,2017,regular unleaded,159.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,23,19,2031,24950
Volkswagen,Golf SportWagen,2015,diesel,150.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,43,31,873,24595
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,33,26,2202,24545
Toyota,4Runner,2015,regular unleaded,270.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,21,17,2031,38855
Chevrolet,Silverado 1500,2017,regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,20,15,1385,47175
Chevrolet,Cobalt,2009,premium unleaded (recommended),260.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,30,22,1385,23425
Lexus,GS 450h,2014,premium unleaded (required),338.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,34,29,454,60430
Mercedes-Benz,M-Class,2015,premium unleaded (required),518.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,17,13,617,98400
Subaru,BRZ,2016,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,30,22,640,27395
GMC,Sierra 1500,2017,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,17,549,39870
Ford,F-150,2017,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,21,15,5657,35870
Volkswagen,GLI,2009,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,29,22,873,25870
Volkswagen,Golf GTI,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,34,25,873,24785
BMW,3 Series,2016,premium unleaded (required),320.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,33,22,3916,45800
Volkswagen,New Beetle,2008,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,29,20,873,20990
Ford,Fiesta,2017,regular unleaded,120.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,35,27,5657,14130
Porsche,Cayman,2016,premium unleaded (required),325.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,28,20,1715,64100
Volkswagen,Passat,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,25,873,22440
Dodge,Neon,2004,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,29,22,1851,14315
Ferrari,360,2003,premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,15,10,2774,143860
Chevrolet,Camaro,2015,premium unleaded (required),580.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,19,14,1385,55505
Toyota,Sienna,2017,regular unleaded,296.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,27,19,2031,32540
Suzuki,XL7,2007,regular unleaded,252.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22,16,481,30149
Dodge,Challenger,2016,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,23,14,1851,37995
Chevrolet,Avalanche,2010,flex-fuel (unleaded/E85),320.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,21,15,1385,38830
Toyota,Avalon,2015,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,21,2031,32285
Nissan,Murano,2016,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,21,2009,39180
Oldsmobile,Intrigue,2001,regular unleaded,215.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,26,17,26,26635
Toyota,Prius v,2016,regular unleaded,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,40,44,2031,30935
Toyota,Tundra,2017,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,18,13,2031,35420
Bentley,Continental GTC,2014,premium unleaded (required),521.0,8.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,24,14,520,216200
GMC,Yukon Hybrid,2011,regular unleaded,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,23,20,549,58925
Ford,Five Hundred,2006,regular unleaded,203.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,23,17,5657,28230
Honda,Civic,2016,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,41,31,2202,19440
Cadillac,DeVille,2005,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,22,15,1624,46430
Chevrolet,Express,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,17,11,1385,36355
Ferrari,456M,2003,premium unleaded (required),442.0,12.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,15,9,2774,224585
GMC,Rally Wagon,1994,regular unleaded,155.0,6.0,AUTOMATIC,rear wheel drive,3.0,Compact,Passenger Van,17,14,549,2000
Volkswagen,Passat,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,25,873,34270
Nissan,GT-R,2016,premium unleaded (required),600.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Coupe,22,16,2009,149990
Subaru,Forester,2017,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,32,26,640,31295
Land Rover,Range Rover Evoque,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,2.0,Compact,2dr SUV,30,21,258,57600
Ford,Freestyle,2005,regular unleaded,203.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,22,17,5657,26840
Nissan,Juke,2016,premium unleaded (required),211.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,25,2009,28020
Ford,Shelby GT500,2013,premium unleaded (required),662.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,24,15,5657,59200
Hyundai,Accent,2016,regular unleaded,137.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,38,27,1439,16495
Lincoln,Navigator,2017,regular unleaded,380.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,20,15,61,65560
Honda,Civic,2015,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,47,44,2202,26235
GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,17,549,42935
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Extended Cab Pickup,20,15,1385,2637
BMW,3 Series,2017,premium unleaded (recommended),320.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,32,21,3916,47900
Toyota,Highlander,2015,regular unleaded,270.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,19,2031,36590
Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,15,11,5657,36020
Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,20,14,1624,77295
Mitsubishi,Endeavor,2008,premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22,15,436,27599
Infiniti,QX60,2017,premium unleaded (recommended),295.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,27,20,190,43100
Toyota,4Runner,2014,regular unleaded,270.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,22,17,2031,35725
Toyota,Previa,1995,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,3.0,Compact,Passenger Minivan,19,15,2031,2088
Mazda,RX-8,2010,premium unleaded (required),232.0,,MANUAL,rear wheel drive,4.0,Compact,Coupe,22,16,586,32140
Maserati,GranTurismo Convertible,2014,premium unleaded (required),454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,20,13,238,153400
Toyota,Prius v,2015,regular unleaded,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,40,44,2031,26675
Nissan,300ZX,1996,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,16,2009,3510
Mercedes-Benz,CL-Class,2012,premium unleaded (required),536.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,22,15,617,151500
Chrysler,300M,2003,premium unleaded (required),255.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,25,16,1013,32315
Nissan,NX,1991,regular unleaded,110.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,35,24,2009,2000
BMW,6 Series,2015,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,24,16,3916,97900
Cadillac,Seville,2002,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,25,16,1624,44399
Oldsmobile,Intrigue,2002,regular unleaded,215.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,27,18,26,28070
Honda,Civic,2017,regular unleaded,174.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,39,30,2202,19700
Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,31,23,873,30890
Lexus,GS 350,2015,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,29,19,454,55070
Infiniti,G37,2009,premium unleaded (required),328.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,26,18,190,33250
Nissan,Versa Note,2016,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,40,31,2009,18710
Cadillac,CTS,2016,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,28,19,1624,60285
Mitsubishi,Outlander,2016,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,31,25,436,24995
Ford,Transit Wagon,2017,flex-fuel (unleaded/E85),275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,19,14,5657,37120
Suzuki,Forenza,2006,regular unleaded,126.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,28,19,481,15999
Chevrolet,Lumina Minivan,1995,regular unleaded,120.0,6.0,AUTOMATIC,front wheel drive,3.0,Compact,Passenger Minivan,21,17,1385,2000
Ford,Ranger,2011,regular unleaded,143.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Extended Cab Pickup,27,22,5657,19855
Mercedes-Benz,GLK-Class,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,18,617,39900
Infiniti,Q70,2015,premium unleaded (recommended),360.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,34,29,190,55900
Audi,A6,2016,premium unleaded (recommended),252.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,35,24,3105,46200
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,295.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,18,13,1385,31375
Dodge,Dakota,2009,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,18,14,1851,29355
Honda,Civic,2016,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,42,31,2202,23200
Hyundai,Sonata,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,25,1439,21750
Cadillac,CTS,2016,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29,21,1624,58285
Mazda,MX-5 Miata,2015,premium unleaded (recommended),167.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,28,21,586,32205
Subaru,Baja,2005,premium unleaded (required),210.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Crew Cab Pickup,21,16,640,25345
Kia,Sedona,2016,regular unleaded,276.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,24,18,1720,32700
Mazda,626,2000,regular unleaded,170.0,6.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,25,19,586,2080
Honda,Odyssey,2015,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,28,19,2202,37375
Dodge,Challenger,2015,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,23,15,1851,34995
GMC,Sierra 1500,2015,regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,53115
Audi,Q3,2017,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,28,20,3105,36600
Pontiac,G6,2009,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,22,210,20490
Chevrolet,Camaro,2016,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,25,16,1385,43300
Maserati,Spyder,2005,premium unleaded (required),385.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,15,10,238,87252
Audi,A5,2016,premium unleaded (required),220.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,31,22,3105,41500
Volvo,XC70,2016,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,26,19,870,42050
Buick,LaCrosse,2015,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,28,18,155,39970
Aston Martin,V8 Vantage,2015,premium unleaded (required),430.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,19,13,259,132995
Plymouth,Neon,1999,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,36,24,535,2000
Mercedes-Benz,CLK-Class,2009,premium unleaded (required),382.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,22,15,617,56800
Pontiac,Montana,2005,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23,16,210,30420
Acura,TLX,2015,premium unleaded (recommended),206.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,35,24,204,31445
Chevrolet,Corvette,2015,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17,1385,59000
Ford,Transit Wagon,2015,flex-fuel (unleaded/E85),275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,19,14,5657,40830
GMC,S-15,1990,regular unleaded,105.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Extended Cab Pickup,25,21,549,2000
Infiniti,J30,1996,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,22,16,190,2000
Chevrolet,Cruze,2016,regular unleaded,153.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,42,30,1385,21120
Mitsubishi,Outlander Sport,2017,regular unleaded,168.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,27,22,436,24195
Mercedes-Benz,C-Class,2017,premium unleaded (required),503.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,23,17,617,75000
Chevrolet,Cavalier,2005,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,33,23,1385,17510
Buick,LaCrosse,2016,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,28,18,155,33810
Buick,LaCrosse,2016,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,28,18,155,40145
GMC,Sierra 1500HD,2006,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,18,13,549,33330
Volkswagen,CC,2016,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,31,22,873,37820
Audi,A4,2016,premium unleaded (required),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,22,3105,38000
Nissan,Xterra,2015,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,20,15,2009,25710
Land Rover,Range Rover Sport,2016,premium unleaded (recommended),510.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,19,14,258,79950
Hyundai,Santa Fe,2015,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,18,1439,34250
Honda,Fit EV,2013,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,105,132,2202,36625
Volkswagen,Golf GTI,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,25,873,29485
Toyota,Sienna,2017,regular unleaded,296.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Passenger Minivan,24,18,2031,41715
Infiniti,M45,2009,premium unleaded (required),325.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,21,16,190,52150
Nissan,Frontier,2015,regular unleaded,261.0,6.0,MANUAL,four wheel drive,4.0,Compact,Crew Cab Pickup,21,16,2009,28560
Mercedes-Benz,CLK-Class,2008,premium unleaded (required),475.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,18,12,617,89500
Volkswagen,Golf R,2016,premium unleaded (recommended),292.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,4dr Hatchback,30,23,873,36750
Mazda,RX-8,2009,premium unleaded (required),232.0,,MANUAL,rear wheel drive,4.0,Compact,Coupe,22,16,586,27860
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24,17,2009,45270
BMW,4 Series,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,32,22,3916,52300
GMC,Yukon XL,2016,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,22,15,549,54015
Mercedes-Benz,G-Class,2015,premium unleaded (required),536.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,14,12,617,137100
Kia,Forte,2016,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,34,25,1720,19890
Audi,A3,2016,premium unleaded (recommended),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,33,23,3105,33600
Buick,Enclave,2015,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,155,43450
Volkswagen,Jetta SportWagen,2012,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Wagon,39,29,873,29220
